playfield,id,name,type,faction,blocks,devices,pos,rot,core,powered,docked,touched_time,touched_ticks,touched_name,touched_id,saved_time,saved_ticks,add_info
Vyrdis,111034,'EggPlant',CV,[Fac   100],14756,544,-555.4213 74.69846 -986.5237,357.8288 184.8286 0.07349827,True,True,False,9/7/2017 11:05:49 PM,8528814,'Satren',76561198124558893,9/7/2017 11:11:58 PM,8536188,
Vyrdis,111034,'EggPlant',CV,[Fac   100],14756,544,-555.4213 74.69846 -986.5237,357.8288 184.8286 0.07349827,True,True,False,9/7/2017 11:58:49 PM,8592419,' Sackinvain',76561197994450968,9/8/2017 2:44:15 AM,8790941,
Vyrdis,111034,'EggPlant',CV,[Fac   100],14756,544,-555.4213 74.69846 -986.5237,357.8288 184.8286 0.07349827,True,True,False,9/7/2017 11:58:49 PM,8592419,' Sackinvain',76561197994450968,9/8/2017 11:00:34 AM,9386518,
Vyrdis,111034,'EggPlant',CV,[Fac   100],14756,544,-555.4213 74.69846 -986.5237,357.8288 184.8286 0.07349827,True,True,False,9/7/2017 11:58:49 PM,8592419,' Sackinvain',76561197994450968,9/8/2017 11:56:46 AM,9453948,
Vyrdis,111034,'EggPlant',CV,[Fac   100],14756,544,-555.4213 74.69846 -986.5237,357.8288 184.8286 0.07349827,True,True,False,9/7/2017 11:58:49 PM,8592419,' Sackinvain',76561197994450968,9/8/2017 11:59:14 AM,9456911,
Vyrdis,111034,'EggPlant',CV,[Fac   100],14756,544,-555.4213 74.69846 -986.5237,357.8288 184.8286 0.07349827,True,True,False,9/7/2017 11:58:49 PM,8592419,' Sackinvain',76561197994450968,9/8/2017 9:15:31 PM,10120690,
Vyrdis,111034,'EggPlant',CV,[Fac   100],14756,544,-555.4213 74.69846 -986.5237,357.8288 184.8286 0.07349827,True,True,False,9/7/2017 11:58:49 PM,8592419,' Sackinvain',76561197994450968,9/8/2017 9:26:03 PM,10133326,
Vyrdis,111034,'EggPlant',CV,[Fac   100],14724,553,-555.4213 74.69846 -986.5237,357.8288 184.8286 0.07349827,True,True,False,9/9/2017 1:47:33 AM,10447127,' Sackinvain',76561197994450968,9/9/2017 4:09:09 AM,10617061,
Vyrdis,111034,'EggPlant',CV,[Fac   100],14724,553,-555.4213 74.69846 -986.5237,357.8288 184.8286 0.07349827,True,True,False,9/9/2017 1:47:33 AM,10447127,' Sackinvain',76561197994450968,9/9/2017 8:55:03 PM,11822193,
Vyrdis,111034,'EggPlant',CV,[Fac   100],14724,553,-584.778 74.35791 -993.9949,3.592614E-05 182.5774 0.002233496,True,True,False,9/10/2017 2:50:55 AM,12249236,' Sackinvain',76561197994450968,9/10/2017 2:54:55 AM,12254040,
Vyrdis,111034,'EggPlant',CV,[Fac   100],14724,553,-584.778 74.35791 -993.9949,3.592614E-05 182.5774 0.002233496,True,True,False,9/10/2017 2:50:55 AM,12249236,' Sackinvain',76561197994450968,9/10/2017 11:30:41 AM,12872950,
Vyrdis,111034,'EggPlant',CV,[Fac   100],14724,553,-584.778 74.35791 -993.9949,3.592614E-05 182.5774 0.002233496,True,True,False,9/10/2017 2:50:55 AM,12249236,' Sackinvain',76561197994450968,9/10/2017 2:58:24 PM,13120454,
